iter	Passed	Remaining
444	34520	469711
445	34603	469705
446	34686	469702
447	34770	469707
448	34850	469672
449	34934	469672
450	35017	469674
451	35106	469738
452	35188	469722
453	35271	469723
454	35355	469718
455	35443	469776
456	35530	469831
457	35619	469898
458	35702	469891
459	35781	469831
460	35867	469859
461	35960	469979
462	36050	470058
463	36135	470068
464	36219	470069
465	36300	470035
466	36384	470040
467	36469	470048
468	36550	470015
469	36631	469968
470	36714	469958
471	36795	469927
472	36874	469860
473	36959	469867
474	37041	469847
475	37126	469852
476	37205	469791
477	37290	469795
478	37374	469790
479	37453	469733
480	37533	469681
481	37616	469654
482	37697	469619
483	37781	469612
484	37862	469572
485	37942	469523
486	38028	469537
487	38108	469483
488	38192	469478
489	38279	469512
490	38361	469484
491	38446	469483
492	38530	469479
493	38611	469431
494	38694	469414
495	38775	469375
496	38857	469344
497	38940	469324
498	39024	469306
499	39109	469314
500	39197	469356
501	39291	469462
502	39372	469422
503	39465	469512
504	39551	469532
505	39635	469513
506	39719	469499
507	39803	469498
508	39891	469527
509	39973	469497
510	40056	469470
511	40140	469458
512	40223	469426
513	40307	469415
514	40388	469366
515	40472	469356
516	40554	469317
517	40636	469282
518	40722	469292
519	40807	469288
520	40892	469281
521	40973	469228
522	41054	469177
523	41137	469153
524	41222	469155
525	41305	469122
526	41386	469077
527	41470	469060
528	41554	469037
529	41638	469023
530	41725	469042
531	41811	469043
532	41893	469006
533	41975	468958
534	42056	468912
535	42139	468878
536	42221	468843
537	42306	468827
538	42396	468880
539	42479	468848
540	42561	468807
541	42642	468753
542	42726	468729
543	42810	468706
544	42893	468678
545	42974	468626
546	43055	468578
547	43138	468543
548	43220	468495
549	43300	468437
550	43382	468392
551	43469	468396
552	43553	468382
553	43635	468333
554	43719	468311
555	43799	468246
556	43884	468230
557	43966	468186
558	44044	468101
559	44135	468150
560	44217	468111
561	44307	468147
562	44391	468120
563	44470	468043
564	44552	467997
565	44637	467978
566	44719	467939
567	44799	467874
568	44880	467813
569	44961	467759
570	45047	467751
571	45129	467702
572	45209	467634
573	45290	467580
574	45374	467552
575	45460	467552
576	45543	467514
577	45628	467489
578	45711	467460
579	45793	467413
580	45876	467372
581	45957	467308
582	46039	467270
583	46125	467252
584	46205	467192
585	46288	467155
586	46375	467150
587	46456	467093
588	46541	467074
589	46622	467010
590	46702	466941
591	46781	466869
592	46871	466896
593	46956	466876
594	47038	466825
595	47117	466747
596	47200	466706
597	47280	466638
598	47364	466605
599	47448	466572
600	47531	466539
601	47615	466507
602	47697	466452
603	47783	466438
604	47866	466401
605	47946	466329
606	48030	466294
607	48114	466265
608	48197	466225
609	48281	466190
610	48367	466184
611	48456	466192
612	48540	466163
613	48624	466133
614	48709	466103
615	48791	466057
616	48872	465992
617	48954	465941
618	49038	465907
619	49118	465828
620	49201	465793
621	49281	465718
622	49363	465660
623	49447	465634
624	49531	465593
625	49617	465579
626	49703	465568
627	49787	465524
628	49867	465458
629	49946	465378
630	50029	465326
631	50112	465284
632	50193	465220
633	50276	465179
634	50362	465154
635	50443	465094
636	50528	465069
637	50610	465015
638	50694	464978
639	50785	465001
640	50867	464949
641	50954	464942
642	51038	464901
643	51124	464884
644	51202	464796
645	51284	464738
646	51364	464664
647	51448	464624
648	51534	464602
649	51620	464586
650	51701	464520
651	51785	464476
652	51871	464455
653	51959	464453
654	52042	464407
655	52124	464352
656	52210	464333
657	52297	464321
658	52383	464299
659	52469	464276
660	52554	464241
661	52635	464181
662	52721	464153
663	52804	464110
664	52883	464022
665	52963	463949
666	53044	463883
667	53134	463894
668	53219	463862
669	53306	463846
670	53392	463822
671	53476	463781
672	53562	463756
673	53648	463736
674	53733	463697
675	53816	463646
676	53900	463612
677	53984	463565
678	54066	463505
679	54148	463447
680	54232	463406
681	54313	463338
682	54393	463259
683	54482	463259
684	54573	463275
685	54664	463290
686	54750	463271
687	54838	463256
688	54922	463216
689	55005	463162
690	55090	463123
691	55176	463102
692	55259	463047
693	55344	463012
694	55431	462992
695	55517	462963
696	55600	462910
697	55683	462862
698	55766	462807
699	55847	462735
700	55934	462719
701	56017	462664
702	56100	462611
703	56183	462556
704	56266	462501
705	56354	462491
706	56442	462477
707	56528	462446
708	56607	462362
709	56685	462263
710	56766	462196
711	56849	462142
712	56933	462097
713	57017	462049
714	57102	462008
715	57182	461933
716	57261	461845
717	57343	461783
718	57427	461740
719	57507	461659
720	57587	461582
721	57672	461539
722	57759	461516
723	57841	461451
724	57922	461386
725	58007	461342
726	58088	461269
727	58172	461224
728	58256	461180
729	58344	461161
730	58429	461121
731	58519	461119
732	58600	461051
733	58681	460979
734	58764	460923
735	58853	460911
736	58940	460886
737	59020	460803
738	59102	460746
739	59182	460665
740	59268	460627
741	59349	460562
742	59432	460503
743	59517	460459
744	59600	460402
745	59683	460343
746	59767	460298
747	59846	460212
748	59929	460150
749	60011	460089
750	60093	460022
751	60172	459938
752	60255	459875
753	60342	459852
754	60427	459810
755	60515	459786
756	60598	459735
757	60682	459685
758	60767	459641
759	60848	459569
760	60928	459483
761	61009	459409
762	61094	459368
763	61174	459290
764	61258	459239
765	61344	459204
766	61431	459175
767	61515	459126
768	61608	459138
769	61698	459136
770	61785	459106
771	61868	459042
772	61950	458981
773	62049	459038
774	62140	459036
775	62225	458989
776	62306	458915
777	62390	458863
778	62470	458786
779	62551	458708
780	62636	458665
781	62717	458594
782	62803	458550
783	62886	458494
784	62969	458436
785	63055	458396
786	63139	458344
787	63222	458279
788	63307	458233
789	63386	458150
790	63469	458088
791	63550	458015
792	63635	457964
793	63717	457900
794	63802	457854
795	63884	457783
796	63969	457737
797	64054	457690
798	64141	457658
799	64223	457595
800	64306	457528
801	64389	457471
802	64475	457427
803	64557	457363
804	64641	457309
805	64725	457254
806	64808	457192
807	64894	457151
808	64978	457100
809	65063	457050
810	65148	457002
811	65232	456948
812	65315	456884
813	65395	456803
814	65479	456752
815	65562	456691
816	65645	456628
817	65728	456566
818	65817	456541
819	65901	456489
820	65988	456454
821	66073	456405
822	66158	456354
823	66242	456302
824	66323	456225
825	66406	456162
826	66492	456119
827	66575	456055
828	66659	456003
829	66742	455942
830	66831	455917
831	66919	455891
832	67004	455839
833	67086	455771
834	67165	455681
835	67248	455613
836	67331	455553
837	67416	455502
838	67498	455434
839	67579	455356
840	67662	455292
841	67745	455231
842	67829	455175
843	67913	455117
844	67994	455041
845	68076	454971
846	68158	454900
847	68242	454846
848	68323	454767
849	68406	454702
850	68490	454646
851	68572	454577
852	68656	454514
853	68739	454451
854	68824	454405
855	68905	454323
856	68998	454325
857	69092	454335
858	69175	454268
859	69255	454189
860	69346	454176
861	69438	454171
862	69522	454113
863	69605	454047
864	69688	453983
865	69778	453962
866	69875	453988
867	69962	453952
868	70042	453866
869	70125	453798
870	70220	453814
871	70313	453809
872	70395	453742
873	70476	453660
874	70561	453608
875	70645	453553
876	70728	453482
877	70811	453421
878	70897	453371
879	70983	453329
880	71067	453267
881	71148	453189
882	71230	453115
883	71314	453056
884	71396	452986
885	71478	452914
886	71557	452822
887	71640	452754
888	71726	452709
889	71812	452662
890	71894	452585
891	71978	452529
892	72064	452479
893	72151	452441
894	72236	452385
895	72319	452320
896	72402	452250
897	72484	452181
898	72570	452129
899	72652	452061
900	72738	452014
901	72822	451949
902	72902	451868
903	72987	451810
904	73071	451750
905	73157	451700
906	73240	451634
907	73320	451553
908	73400	451467
909	73484	451403
910	73568	451346
911	73651	451274
912	73732	451196
913	73817	451142
914	73901	451081
915	73986	451028
916	74069	450957
917	74152	450892
918	74235	450823
919	74317	450752
920	74399	450676
921	74480	450598
922	74563	450531
923	74649	450480
924	74732	450413
925	74813	450336
926	74895	450260
927	74981	450209
928	75077	450222
929	75167	450195
930	75251	450136
931	75334	450065
932	75416	449990
933	75498	449918
934	75580	449844
935	75659	449753
936	75738	449661
937	75820	449589
938	75900	449503
939	75985	449443
940	76069	449385
941	76155	449330
942	76246	449312
943	76330	449251
944	76412	449173
945	76496	449115
946	76580	449053
947	76661	448970
948	76745	448907
949	76831	448859
950	76921	448831
951	77007	448780
952	77091	448718
953	77171	448632
954	77255	448568
955	77337	448491
956	77421	448430
957	77509	448390
958	77595	448338
959	77676	448259
960	77757	448180
961	77839	448102
962	77919	448017
963	78003	447953
964	78086	447884
965	78172	447835
966	78257	447772
967	78341	447710
968	78424	447641
969	78504	447556
970	78587	447485
971	78669	447410
972	78749	447323
973	78832	447259
974	78916	447195
975	79005	447156
976	79087	447081
977	79169	447005
978	79253	446943
979	79335	446870
980	79418	446802
981	79500	446724
982	79583	446654
983	79667	446591
984	79750	446522
985	79831	446443
986	79913	446364
987	79992	446271
988	80075	446203
989	80158	446133
990	80241	446064
991	80325	446002
992	80409	445938
993	80491	445861
994	80574	445792
995	80659	445731
996	80743	445669
997	80827	445605
998	80911	445541
999	80991	445451
1000	81075	445389
1001	81157	445311
1002	81242	445255
1003	81327	445197
1004	81409	445117
1005	81488	445028
1006	81571	444960
1007	81654	444889
1008	81738	444824
1009	81818	444737
1010	81900	444660
1011	81984	444593
1012	82068	444531
1013	82151	444459
1014	82234	444392
1015	82319	444329
1016	82402	444261
1017	82486	444197
1018	82571	444134
1019	82665	444126
1020	82802	444344
1021	82935	444539
1022	83075	444772
1023	83206	444958
1024	83313	445016
1025	83396	444944
1026	83478	444867
1027	83558	444777
1028	83638	444691
1029	83727	444647
1030	83809	444571
1031	83897	444526
1032	83975	444430
1033	84055	444341
1034	84144	444299
1035	84226	444220
1036	84311	444159
1037	84398	444109
1038	84484	444052
1039	84566	443976
1040	84653	443923
1041	84736	443847
1042	84820	443784
1043	84904	443716
1044	84989	443655
1045	85072	443580
1046	85160	443535
1047	85246	443477
1048	85329	443405
1049	85409	443318
1050	85491	443240
1051	85572	443155
1052	85651	443060
1053	85731	442973
1054	85813	442896
1055	85895	442817
1056	85976	442732
1057	86059	442659
1058	86139	442575
1059	86225	442515
1060	86307	442435
1061	86388	442352
1062	86471	442281
1063	86555	442215
1064	86638	442141
1065	86724	442081
1066	86803	441989
1067	86885	441910
1068	86968	441837
1069	87051	441764
1070	87135	441699
1071	87247	441773
1072	87373	441917
1073	87495	442039
1074	87627	442212
1075	87752	442348
1076	87888	442543
1077	88016	442696
1078	88143	442839
1079	88279	443031
1080	88413	443211
1081	88542	443367
1082	88647	443402
1083	88730	443323
1084	88811	443237
1085	88893	443156
1086	88975	443075
1087	89057	442997
1088	89137	442906
1089	89218	442819
1090	89302	442747
1091	89388	442683
1092	89474	442623
1093	89559	442556
1094	89646	442503
1095	89728	442418
1096	89816	442368
1097	89940	442495
1098	90076	442679
1099	90201	442809
1100	90312	442867
1101	90434	442979
1102	90549	443059
1103	90668	443159
1104	90778	443214
1105	90873	443192
1106	90952	443096
1107	91039	443037
1108	91126	442978
1109	91209	442900
1110	91292	442823
1111	91376	442750
1112	91462	442685
1113	91545	442604
1114	91627	442525
1115	91711	442451
1116	91794	442372
1117	91878	442298
1118	91960	442213
1119	92043	442139
1120	92162	442229
1121	92289	442366
1122	92413	442481
1123	92540	442614
1124	92663	442726
1125	92789	442849
1126	92921	443005
1127	93046	443127
1128	93143	443113
1129	93224	443023
1130	93308	442948
1131	93395	442884
1132	93484	442832
1133	93570	442766
1134	93661	442728
1135	93756	442703
1136	93847	442660
1137	93938	442618
1138	94024	442552
1139	94113	442500
1140	94200	442439
1141	94290	442390
1142	94381	442347
1143	94472	442302
1144	94566	442274
1145	94657	442230
1146	94742	442160
1147	94827	442088
1148	94909	442000
1149	95023	442064
1150	95156	442215
1151	95280	442328
1152	95400	442417
1153	95523	442522
1154	95653	442655
1155	95773	442744
1156	95899	442863
1157	96023	442968
1158	96145	443065
1159	96274	443193
1160	96385	443241
1161	96473	443178
1162	96555	443091
1163	96637	443006
1164	96719	442918
1165	96805	442849
1166	96884	442744
1167	96965	442652
1168	97046	442564
1169	97134	442501
1170	97222	442442
1171	97308	442372
1172	97402	442336
1173	97518	442404
1174	97643	442511
1175	97760	442581
1176	97861	442578
1177	97945	442502
1178	98028	442416
1179	98109	442324
1180	98195	442255
1181	98280	442176
1182	98360	442083
1183	98450	442029
1184	98535	441956
1185	98619	441873
1186	98703	441794
1187	98787	441718
1188	98870	441633
1189	98955	441555
1190	99037	441469
1191	99125	441406
1192	99208	441324
1193	99290	441236
1194	99368	441130
1195	99451	441043
1196	99532	440952
1197	99616	440871
1198	99696	440775
1199	99782	440706
1200	99864	440618
1201	99948	440537
1202	100033	440464
1203	100122	440407
1204	100203	440312
1205	100287	440235
1206	100372	440157
1207	100457	440084
1208	100545	440023
1209	100636	439972
1210	100726	439918
1211	100810	439838
1212	100892	439752
1213	100975	439668
1214	101056	439576
1215	101139	439489
1216	101222	439405
1217	101308	439334
1218	101399	439287
1219	101494	439256
1220	101587	439215
1221	101672	439137
1222	101756	439058
1223	101842	438989
1224	101954	439029
1225	102125	439322
1226	102305	439653
1227	102473	439934
1228	102592	440004
1229	102678	439930
1230	102768	439875
1231	102852	439794
1232	102945	439752
1233	103037	439703
1234	103133	439673
1235	103233	439659
1236	103325	439612
1237	103418	439569
1238	103508	439513
1239	103598	439456
1240	103688	439402
1241	103789	439391
1242	103883	439354
1243	103976	439310
1244	104069	439264
1245	104161	439215
1246	104256	439180
1247	104351	439146
1248	104446	439109
1249	104535	439048
1250	104627	438999
1251	104718	438949
1252	104807	438885
1253	104897	438828
1254	104988	438776
1255	105076	438711
1256	105174	438688
1257	105266	438639
1258	105357	438584
1259	105446	438523
1260	105536	438464
1261	105625	438406
1262	105714	438341
1263	105802	438277
1264	105892	438218
1265	105976	438136
1266	106070	438095
1267	106158	438029
1268	106245	437959
1269	106336	437906
1270	106435	437885
1271	106529	437842
1272	106623	437800
1273	106724	437788
1274	106819	437749
1275	106915	437716
1276	107009	437676
1277	107097	437610
1278	107187	437550
1279	107276	437488
1280	107365	437424
1281	107453	437359
1282	107544	437304
1283	107636	437251
1284	107727	437195
1285	107815	437131
1286	107903	437063
1287	107994	437010
1288	108088	436964
1289	108179	436910
1290	108267	436844
1291	108359	436792
1292	108448	436730
1293	108540	436679
1294	108636	436644
1295	108730	436600
1296	108821	436545
1297	108914	436495
1298	109012	436468
1299	109105	436422
1300	109192	436348
1301	109280	436282
1302	109369	436218
1303	109461	436167
1304	109551	436106
1305	109643	436056
1306	109732	435991
1307	109827	435949
1308	109915	435882
1309	110005	435821
1310	110099	435778
1311	110194	435737
1312	110294	435718
1313	110387	435668
1314	110478	435613
1315	110570	435561
1316	110661	435503
1317	110753	435449
1318	110841	435383
1319	110934	435332
1320	111026	435282
1321	111113	435207
1322	111198	435126
1323	111291	435079
1324	111386	435039
1325	111474	434971
1326	111563	434903
1327	111650	434833
1328	111741	434774
1329	111829	434705
1330	111916	434633
1331	112007	434575
1332	112101	434528
1333	112195	434484
1334	112293	434454
1335	112385	434398
1336	112472	434328
1337	112558	434252
1338	112649	434194
1339	112742	434141
1340	112834	434090
1341	112924	434026
1342	113010	433948
1343	113097	433878
1344	113185	433806
1345	113269	433724
1346	113356	433650
1347	113449	433600
1348	113543	433554
1349	113641	433521
1350	113730	433454
1351	113820	433393
1352	113911	433335
1353	114003	433282
1354	114094	433221
1355	114184	433158
1356	114274	433097
1357	114357	433009
1358	114444	432936
1359	114532	432866
1360	114620	432794
1361	114707	432720
1362	114803	432682
1363	114901	432647
1364	114993	432594
1365	115079	432517
1366	115166	432444
1367	115252	432366
1368	115344	432308
1369	115433	432244
1370	115526	432193
1371	115619	432141
1372	115709	432079
1373	115796	432004
1374	115883	431930
1375	115973	431866
1376	116067	431816
1377	116151	431732
1378	116246	431687
1379	116338	431634
1380	116424	431554
1381	116512	431484
1382	116602	431419
1383	116688	431344
1384	116782	431293
1385	116876	431244
1386	116960	431159
1387	117050	431098
1388	117142	431040
1389	117235	430986
1390	117331	430947
1391	117422	430888
1392	117511	430819
1393	117603	430763
1394	117697	430712
1395	117788	430654
1396	117875	430580
1397	117964	430512
1398	118061	430474
1399	118154	430418
1400	118243	430350
1401	118337	430301
1402	118425	430232
1403	118509	430144
1404	118598	430077
1405	118684	429998
1406	118773	429931
1407	118866	429879
1408	118951	429795
1409	119041	429732
1410	119132	429671
1411	119217	429589
1412	119304	429513
1413	119398	429461
1414	119483	429382
1415	119568	429296
1416	119658	429234
1417	119752	429185
1418	119848	429141
1419	119940	429083
1420	120035	429035
1421	120128	428981
1422	120220	428926
1423	120315	428876
1424	120405	428812
1425	120490	428728
1426	120585	428682
1427	120672	428607
1428	120759	428530
1429	120850	428469
1430	120939	428400
1431	121027	428328
1432	121118	428267
1433	121209	428204
1434	121298	428135
1435	121387	428070
1436	121481	428015
1437	121575	427964
1438	121662	427889
1439	121747	427808
1440	121835	427733
1441	121926	427674
1442	122017	427609
1443	122109	427553
1444	122199	427485
1445	122298	427452
1446	122389	427391
1447	122491	427366
1448	122587	427323
1449	122685	427282
1450	122779	427232
1451	122867	427160
1452	122955	427084
1453	123049	427033
1454	123144	426986
1455	123230	426906
1456	123322	426846
1457	123408	426767
1458	123496	426694
1459	123580	426607
1460	123667	426529
1461	123757	426462
1462	123854	426420
1463	123946	426361
1464	124035	426291
1465	124127	426233
1466	124219	426173
1467	124310	426109
1468	124399	426039
1469	124489	425973
1470	124582	425916
1471	124672	425849
1472	124768	425805
1473	124866	425767
1474	124965	425728
1475	125067	425703
1476	125165	425663
1477	125259	425612
1478	125350	425548
1479	125443	425489
1480	125534	425427
1481	125628	425374
1482	125720	425312
1483	125806	425231
1484	125891	425149
1485	125979	425075
1486	126070	425010
1487	126172	424985
1488	126262	424917
1489	126344	424824
1490	126432	424748
1491	126518	424668
1492	126606	424595
1493	126693	424517
1494	126786	424458
1495	126876	424391
1496	126964	424316
1497	127053	424246
1498	127154	424217
1499	127251	424173
1500	127345	424118
1501	127439	424063
1502	127535	424014
1503	127621	423934
1504	127712	423868
1505	127799	423791
1506	127893	423738
1507	127986	423680
1508	128077	423616
1509	128171	423558
1510	128259	423486
1511	128354	423433
1512	128446	423371
1513	128544	423330
1514	128642	423288
1515	128736	423233
1516	128826	423165
1517	128923	423121
1518	129017	423064
1519	129105	422988
1520	129196	422926
1521	129285	422855
1522	129383	422812
1523	129477	422754
1524	129567	422688
1525	129657	422620
1526	129753	422570
1527	129847	422514
1528	129933	422433
1529	130019	422352
1530	130109	422282
1531	130198	422208
1532	130290	422148
1533	130383	422090
1534	130473	422021
1535	130564	421954
1536	130657	421896
1537	130745	421819
1538	130836	421754
1539	130931	421700
1540	131026	421647
1541	131117	421583
1542	131213	421531
1543	131311	421489
1544	131400	421417
1545	131491	421351
1546	131583	421288
1547	131676	421228
1548	131766	421158
1549	131856	421088
1550	131960	421064
1551	132050	420996
1552	132134	420908
1553	132220	420826
1554	132318	420782
1555	132413	420727
1556	132502	420654
1557	132592	420585
1558	132681	420512
1559	132768	420433
1560	132853	420349
1561	132931	420241
1562	133023	420176
1563	133116	420116
1564	133205	420045
1565	133298	419984
1566	133392	419925
1567	133482	419856
1568	133574	419792
1569	133665	419728
1570	133760	419671
1571	133850	419602
1572	133947	419553
1573	134039	419491
1574	134131	419427
1575	134226	419372
1576	134316	419301
1577	134415	419259
1578	134509	419201
1579	134607	419158
1580	134697	419086
1581	134790	419025
1582	134876	418943
1583	134964	418866
1584	135049	418782
1585	135142	418720
1586	135233	418653
1587	135327	418595
1588	135420	418534
1589	135513	418471
1590	135606	418412
1591	135702	418358
1592	135792	418288
1593	135879	418208
1594	135968	418135
1595	136061	418074
1596	136152	418004
1597	136242	417935
1598	136335	417872
1599	136429	417813
1600	136519	417743
1601	136611	417678
1602	136699	417603
1603	136796	417552
1604	136890	417495
1605	136979	417419
1606	137070	417351
1607	137157	417273
1608	137245	417194
1609	137332	417116
1610	137420	417039
1611	137510	416966
1612	137601	416898
1613	137687	416814
1614	137771	416728
1615	137863	416660
1616	137951	416584
1617	138039	416506
1618	138132	416444
1619	138221	416372
1620	138311	416300
1621	138411	416258
1622	138505	416200
1623	138598	416138
1624	138701	416104
1625	138796	416048
1626	138894	415999
1627	138980	415916
1628	139078	415870
1629	139180	415832
1630	139274	415775
1631	139365	415705
1632	139456	415638
1633	139555	415590
1634	139650	415534
1635	139733	415441
1636	139814	415344
1637	139906	415279
1638	140006	415235
1639	140104	415187
1640	140200	415134
1641	140293	415069
1642	140384	415000
1643	140477	414938
1644	140568	414869
1645	140659	414800
1646	140758	414753
1647	140851	414691
1648	140935	414601
1649	141026	414531
1650	141114	414453
1651	141204	414381
1652	141302	414332
1653	141402	414289
1654	141500	414241
1655	141600	414198
1656	141695	414140
1657	141786	414071
1658	141875	413996
1659	141964	413921
1660	142053	413845
1661	142140	413765
1662	142232	413697
1663	142321	413620
1664	142413	413555
