forecast_date,euros_per_mwh,origin_date,data_block_id
2021-09-03 10:00:00,109.03,2021-09-02 10:00:00,3
2021-09-03 11:00:00,99.02,2021-09-02 11:00:00,3
2021-09-03 12:00:00,89.62,2021-09-02 12:00:00,3
2021-09-03 13:00:00,88.48,2021-09-02 13:00:00,3
2021-09-03 14:00:00,88.39,2021-09-02 14:00:00,3
2021-09-03 15:00:00,89.92,2021-09-02 15:00:00,3
2021-09-03 16:00:00,92.32,2021-09-02 16:00:00,3
2021-09-03 17:00:00,119.01,2021-09-02 17:00:00,3
2021-09-03 18:00:00,131.57,2021-09-02 18:00:00,3
2021-09-03 19:00:00,143.93,2021-09-02 19:00:00,3
2021-09-03 20:00:00,143.38,2021-09-02 20:00:00,3
2021-09-03 21:00:00,129.94,2021-09-02 21:00:00,3
2021-09-03 22:00:00,120.96,2021-09-02 22:00:00,3
2021-09-03 23:00:00,98.44,2021-09-02 23:00:00,3
2021-09-04 00:00:00,111.41,2021-09-03 00:00:00,4
2021-09-04 01:00:00,99.36,2021-09-03 01:00:00,4
2021-09-04 02:00:00,97.37,2021-09-03 02:00:00,4
2021-09-04 03:00:00,95.48,2021-09-03 03:00:00,4
2021-09-04 04:00:00,94.2,2021-09-03 04:00:00,4
2021-09-04 05:00:00,96.07,2021-09-03 05:00:00,4
2021-09-04 06:00:00,103.8,2021-09-03 06:00:00,4
2021-09-04 07:00:00,120.98,2021-09-03 07:00:00,4
2021-09-04 08:00:00,122.0,2021-09-03 08:00:00,4
2021-09-04 09:00:00,115.99,2021-09-03 09:00:00,4
2021-09-04 10:00:00,95.66,2021-09-03 10:00:00,4
2021-09-04 11:00:00,89.47,2021-09-03 11:00:00,4
2021-09-04 12:00:00,89.51,2021-09-03 12:00:00,4
2021-09-04 13:00:00,87.06,2021-09-03 13:00:00,4
2021-09-04 14:00:00,84.16,2021-09-03 14:00:00,4
2021-09-04 15:00:00,86.46,2021-09-03 15:00:00,4
2021-09-04 16:00:00,89.27,2021-09-03 16:00:00,4
2021-09-04 17:00:00,107.54,2021-09-03 17:00:00,4
2021-09-04 18:00:00,127.33,2021-09-03 18:00:00,4
2021-09-04 19:00:00,142.55,2021-09-03 19:00:00,4
2021-09-04 20:00:00,142.4,2021-09-03 20:00:00,4
2021-09-04 21:00:00,127.92,2021-09-03 21:00:00,4
2021-09-04 22:00:00,122.0,2021-09-03 22:00:00,4
2021-09-04 23:00:00,98.72,2021-09-03 23:00:00,4
2021-09-05 00:00:00,95.61,2021-09-04 00:00:00,5
2021-09-05 01:00:00,90.68,2021-09-04 01:00:00,5
2021-09-05 02:00:00,90.86,2021-09-04 02:00:00,5
2021-09-05 03:00:00,90.32,2021-09-04 03:00:00,5
2021-09-05 04:00:00,90.86,2021-09-04 04:00:00,5
2021-09-05 05:00:00,90.33,2021-09-04 05:00:00,5
2021-09-05 06:00:00,91.56,2021-09-04 06:00:00,5
2021-09-05 07:00:00,92.79,2021-09-04 07:00:00,5
2021-09-05 08:00:00,93.44,2021-09-04 08:00:00,5
2021-09-05 09:00:00,92.04,2021-09-04 09:00:00,5
2021-09-05 10:00:00,88.68,2021-09-04 10:00:00,5
2021-09-05 11:00:00,84.01,2021-09-04 11:00:00,5
2021-09-05 12:00:00,85.1,2021-09-04 12:00:00,5
2021-09-05 13:00:00,88.05,2021-09-04 13:00:00,5
2021-09-05 14:00:00,88.05,2021-09-04 14:00:00,5
2021-09-05 15:00:00,88.06,2021-09-04 15:00:00,5
2021-09-05 16:00:00,85.01,2021-09-04 16:00:00,5
2021-09-05 17:00:00,95.18,2021-09-04 17:00:00,5
2021-09-05 18:00:00,127.45,2021-09-04 18:00:00,5
2021-09-05 19:00:00,138.69,2021-09-04 19:00:00,5
2021-09-05 20:00:00,139.07,2021-09-04 20:00:00,5
2021-09-05 21:00:00,129.0,2021-09-04 21:00:00,5
2021-09-05 22:00:00,121.99,2021-09-04 22:00:00,5
2021-09-05 23:00:00,100.26,2021-09-04 23:00:00,5
2021-09-06 00:00:00,92.72,2021-09-05 00:00:00,6
2021-09-06 01:00:00,90.78,2021-09-05 01:00:00,6
2021-09-06 02:00:00,90.78,2021-09-05 02:00:00,6
2021-09-06 03:00:00,94.18,2021-09-05 03:00:00,6
2021-09-06 04:00:00,92.74,2021-09-05 04:00:00,6
2021-09-06 05:00:00,95.43,2021-09-05 05:00:00,6
2021-09-06 06:00:00,135.97,2021-09-05 06:00:00,6
2021-09-06 07:00:00,165.0,2021-09-05 07:00:00,6
2021-09-06 08:00:00,160.0,2021-09-05 08:00:00,6
2021-09-06 09:00:00,139.26,2021-09-05 09:00:00,6
2021-09-06 10:00:00,128.04,2021-09-05 10:00:00,6
2021-09-06 11:00:00,110.7,2021-09-05 11:00:00,6
2021-09-06 12:00:00,105.57,2021-09-05 12:00:00,6
2021-09-06 13:00:00,103.26,2021-09-05 13:00:00,6
2021-09-06 14:00:00,105.49,2021-09-05 14:00:00,6
2021-09-06 15:00:00,115.08,2021-09-05 15:00:00,6
2021-09-06 16:00:00,128.67,2021-09-05 16:00:00,6
2021-09-06 17:00:00,137.73,2021-09-05 17:00:00,6
2021-09-06 18:00:00,150.0,2021-09-05 18:00:00,6
2021-09-06 19:00:00,190.68,2021-09-05 19:00:00,6
2021-09-06 20:00:00,140.05,2021-09-05 20:00:00,6
2021-09-06 21:00:00,138.51,2021-09-05 21:00:00,6
2021-09-06 22:00:00,73.32,2021-09-05 22:00:00,6
2021-09-06 23:00:00,110.79,2021-09-05 23:00:00,6
2021-09-07 00:00:00,95.46,2021-09-06 00:00:00,7
2021-09-07 01:00:00,94.32,2021-09-06 01:00:00,7
2021-09-07 02:00:00,93.25,2021-09-06 02:00:00,7
2021-09-07 03:00:00,93.35,2021-09-06 03:00:00,7
2021-09-07 04:00:00,95.35,2021-09-06 04:00:00,7
2021-09-07 05:00:00,96.57,2021-09-06 05:00:00,7
2021-09-07 06:00:00,141.96,2021-09-06 06:00:00,7
2021-09-07 07:00:00,160.87,2021-09-06 07:00:00,7
2021-09-07 08:00:00,164.44,2021-09-06 08:00:00,7
2021-09-07 09:00:00,142.5,2021-09-06 09:00:00,7
2021-09-07 10:00:00,136.44,2021-09-06 10:00:00,7
2021-09-07 11:00:00,120.04,2021-09-06 11:00:00,7
2021-09-07 12:00:00,128.33,2021-09-06 12:00:00,7
2021-09-07 13:00:00,136.41,2021-09-06 13:00:00,7
2021-09-07 14:00:00,108.28,2021-09-06 14:00:00,7
2021-09-07 15:00:00,107.98,2021-09-06 15:00:00,7
2021-09-07 16:00:00,113.07,2021-09-06 16:00:00,7
2021-09-07 17:00:00,136.48,2021-09-06 17:00:00,7
2021-09-07 18:00:00,138.58,2021-09-06 18:00:00,7
2021-09-07 19:00:00,180.0,2021-09-06 19:00:00,7
2021-09-07 20:00:00,136.49,2021-09-06 20:00:00,7
2021-09-07 21:00:00,141.32,2021-09-06 21:00:00,7
2021-09-07 22:00:00,124.98,2021-09-06 22:00:00,7
2021-09-07 23:00:00,85.06,2021-09-06 23:00:00,7
2021-09-08 00:00:00,93.07,2021-09-07 00:00:00,8
2021-09-08 01:00:00,91.56,2021-09-07 01:00:00,8
2021-09-08 02:00:00,91.4,2021-09-07 02:00:00,8
2021-09-08 03:00:00,92.5,2021-09-07 03:00:00,8
2021-09-08 04:00:00,91.41,2021-09-07 04:00:00,8
2021-09-08 05:00:00,93.72,2021-09-07 05:00:00,8
2021-09-08 06:00:00,145.0,2021-09-07 06:00:00,8
2021-09-08 07:00:00,151.16,2021-09-07 07:00:00,8
2021-09-08 08:00:00,149.96,2021-09-07 08:00:00,8
2021-09-08 09:00:00,138.0,2021-09-07 09:00:00,8
2021-09-08 10:00:00,139.47,2021-09-07 10:00:00,8
2021-09-08 11:00:00,139.42,2021-09-07 11:00:00,8
2021-09-08 12:00:00,139.44,2021-09-07 12:00:00,8
2021-09-08 13:00:00,139.46,2021-09-07 13:00:00,8
2021-09-08 14:00:00,139.43,2021-09-07 14:00:00,8
2021-09-08 15:00:00,139.41,2021-09-07 15:00:00,8
2021-09-08 16:00:00,117.52,2021-09-07 16:00:00,8
2021-09-08 17:00:00,141.71,2021-09-07 17:00:00,8
2021-09-08 18:00:00,144.08,2021-09-07 18:00:00,8
2021-09-08 19:00:00,165.78,2021-09-07 19:00:00,8
2021-09-08 20:00:00,150.03,2021-09-07 20:00:00,8
2021-09-08 21:00:00,139.44,2021-09-07 21:00:00,8
2021-09-08 22:00:00,125.01,2021-09-07 22:00:00,8
2021-09-08 23:00:00,94.04,2021-09-07 23:00:00,8
2021-09-09 00:00:00,96.48,2021-09-08 00:00:00,9
2021-09-09 01:00:00,93.95,2021-09-08 01:00:00,9
2021-09-09 02:00:00,93.63,2021-09-08 02:00:00,9
2021-09-09 03:00:00,93.63,2021-09-08 03:00:00,9
2021-09-09 04:00:00,94.71,2021-09-08 04:00:00,9
2021-09-09 05:00:00,96.15,2021-09-08 05:00:00,9
2021-09-09 06:00:00,138.38,2021-09-08 06:00:00,9
2021-09-09 07:00:00,148.05,2021-09-08 07:00:00,9
2021-09-09 08:00:00,149.43,2021-09-08 08:00:00,9
2021-09-09 09:00:00,107.3,2021-09-08 09:00:00,9
2021-09-09 10:00:00,107.67,2021-09-08 10:00:00,9
2021-09-09 11:00:00,106.99,2021-09-08 11:00:00,9
2021-09-09 12:00:00,106.65,2021-09-08 12:00:00,9
2021-09-09 13:00:00,107.88,2021-09-08 13:00:00,9
2021-09-09 14:00:00,108.05,2021-09-08 14:00:00,9
2021-09-09 15:00:00,108.0,2021-09-08 15:00:00,9
2021-09-09 16:00:00,106.19,2021-09-08 16:00:00,9
2021-09-09 17:00:00,106.05,2021-09-08 17:00:00,9
2021-09-09 18:00:00,143.66,2021-09-08 18:00:00,9
2021-09-09 19:00:00,174.23,2021-09-08 19:00:00,9
2021-09-09 20:00:00,141.43,2021-09-08 20:00:00,9
2021-09-09 21:00:00,148.0,2021-09-08 21:00:00,9
2021-09-09 22:00:00,139.86,2021-09-08 22:00:00,9
2021-09-09 23:00:00,121.13,2021-09-08 23:00:00,9
2021-09-10 00:00:00,96.74,2021-09-09 00:00:00,10
2021-09-10 01:00:00,96.45,2021-09-09 01:00:00,10
2021-09-10 02:00:00,96.45,2021-09-09 02:00:00,10
2021-09-10 03:00:00,96.45,2021-09-09 03:00:00,10
2021-09-10 04:00:00,97.11,2021-09-09 04:00:00,10
2021-09-10 05:00:00,97.66,2021-09-09 05:00:00,10
2021-09-10 06:00:00,145.45,2021-09-09 06:00:00,10
2021-09-10 07:00:00,158.07,2021-09-09 07:00:00,10
2021-09-10 08:00:00,162.27,2021-09-09 08:00:00,10
2021-09-10 09:00:00,156.66,2021-09-09 09:00:00,10
2021-09-10 10:00:00,149.22,2021-09-09 10:00:00,10
2021-09-10 11:00:00,144.22,2021-09-09 11:00:00,10
2021-09-10 12:00:00,125.67,2021-09-09 12:00:00,10
2021-09-10 13:00:00,108.58,2021-09-09 13:00:00,10
2021-09-10 14:00:00,107.2,2021-09-09 14:00:00,10
2021-09-10 15:00:00,105.04,2021-09-09 15:00:00,10
2021-09-10 16:00:00,105.68,2021-09-09 16:00:00,10
2021-09-10 17:00:00,106.75,2021-09-09 17:00:00,10
2021-09-10 18:00:00,159.18,2021-09-09 18:00:00,10
2021-09-10 19:00:00,159.58,2021-09-09 19:00:00,10
2021-09-10 20:00:00,146.53,2021-09-09 20:00:00,10
2021-09-10 21:00:00,148.64,2021-09-09 21:00:00,10
2021-09-10 22:00:00,141.52,2021-09-09 22:00:00,10
2021-09-10 23:00:00,132.66,2021-09-09 23:00:00,10
2021-09-11 00:00:00,83.68,2021-09-10 00:00:00,11
2021-09-11 01:00:00,126.93,2021-09-10 01:00:00,11
2021-09-11 02:00:00,55.1,2021-09-10 02:00:00,11
2021-09-11 03:00:00,55.12,2021-09-10 03:00:00,11
2021-09-11 04:00:00,110.02,2021-09-10 04:00:00,11
2021-09-11 05:00:00,111.21,2021-09-10 05:00:00,11
2021-09-11 06:00:00,130.06,2021-09-10 06:00:00,11
2021-09-11 07:00:00,83.7,2021-09-10 07:00:00,11
2021-09-11 08:00:00,92.95,2021-09-10 08:00:00,11
2021-09-11 09:00:00,108.32,2021-09-10 09:00:00,11
2021-09-11 10:00:00,108.89,2021-09-10 10:00:00,11
2021-09-11 11:00:00,108.04,2021-09-10 11:00:00,11
2021-09-11 12:00:00,108.97,2021-09-10 12:00:00,11
2021-09-11 13:00:00,107.1,2021-09-10 13:00:00,11
2021-09-11 14:00:00,106.08,2021-09-10 14:00:00,11
2021-09-11 15:00:00,107.81,2021-09-10 15:00:00,11
2021-09-11 16:00:00,112.36,2021-09-10 16:00:00,11
2021-09-11 17:00:00,129.2,2021-09-10 17:00:00,11
2021-09-11 18:00:00,146.98,2021-09-10 18:00:00,11
2021-09-11 19:00:00,155.09,2021-09-10 19:00:00,11
2021-09-11 20:00:00,149.22,2021-09-10 20:00:00,11
2021-09-11 21:00:00,145.03,2021-09-10 21:00:00,11
2021-09-11 22:00:00,138.68,2021-09-10 22:00:00,11
2021-09-11 23:00:00,121.08,2021-09-10 23:00:00,11
2021-09-12 00:00:00,105.05,2021-09-11 00:00:00,12
2021-09-12 01:00:00,96.79,2021-09-11 01:00:00,12
2021-09-12 02:00:00,95.92,2021-09-11 02:00:00,12
2021-09-12 03:00:00,95.17,2021-09-11 03:00:00,12
2021-09-12 04:00:00,95.23,2021-09-11 04:00:00,12
2021-09-12 05:00:00,95.3,2021-09-11 05:00:00,12
2021-09-12 06:00:00,95.0,2021-09-11 06:00:00,12
2021-09-12 07:00:00,101.34,2021-09-11 07:00:00,12
2021-09-12 08:00:00,102.72,2021-09-11 08:00:00,12
2021-09-12 09:00:00,102.39,2021-09-11 09:00:00,12
2021-09-12 10:00:00,101.1,2021-09-11 10:00:00,12
2021-09-12 11:00:00,99.72,2021-09-11 11:00:00,12
2021-09-12 12:00:00,93.94,2021-09-11 12:00:00,12
2021-09-12 13:00:00,81.07,2021-09-11 13:00:00,12
2021-09-12 14:00:00,74.62,2021-09-11 14:00:00,12
2021-09-12 15:00:00,75.72,2021-09-11 15:00:00,12
2021-09-12 16:00:00,87.13,2021-09-11 16:00:00,12
2021-09-12 17:00:00,148.94,2021-09-11 17:00:00,12
2021-09-12 18:00:00,136.37,2021-09-11 18:00:00,12
2021-09-12 19:00:00,150.0,2021-09-11 19:00:00,12
2021-09-12 20:00:00,154.17,2021-09-11 20:00:00,12
2021-09-12 21:00:00,138.01,2021-09-11 21:00:00,12
2021-09-12 22:00:00,125.98,2021-09-11 22:00:00,12
2021-09-12 23:00:00,104.96,2021-09-11 23:00:00,12
2021-09-13 00:00:00,94.64,2021-09-12 00:00:00,13
2021-09-13 01:00:00,94.37,2021-09-12 01:00:00,13
2021-09-13 02:00:00,94.38,2021-09-12 02:00:00,13
2021-09-13 03:00:00,94.6,2021-09-12 03:00:00,13
2021-09-13 04:00:00,95.61,2021-09-12 04:00:00,13
2021-09-13 05:00:00,97.07,2021-09-12 05:00:00,13
2021-09-13 06:00:00,152.08,2021-09-12 06:00:00,13
2021-09-13 07:00:00,160.93,2021-09-12 07:00:00,13
2021-09-13 08:00:00,166.71,2021-09-12 08:00:00,13
2021-09-13 09:00:00,157.0,2021-09-12 09:00:00,13
2021-09-13 10:00:00,147.93,2021-09-12 10:00:00,13
2021-09-13 11:00:00,140.06,2021-09-12 11:00:00,13
2021-09-13 12:00:00,118.84,2021-09-12 12:00:00,13
2021-09-13 13:00:00,116.9,2021-09-12 13:00:00,13
2021-09-13 14:00:00,119.0,2021-09-12 14:00:00,13
2021-09-13 15:00:00,141.63,2021-09-12 15:00:00,13
2021-09-13 16:00:00,150.93,2021-09-12 16:00:00,13
2021-09-13 17:00:00,159.09,2021-09-12 17:00:00,13
2021-09-13 18:00:00,148.99,2021-09-12 18:00:00,13
2021-09-13 19:00:00,200.88,2021-09-12 19:00:00,13
2021-09-13 20:00:00,148.94,2021-09-12 20:00:00,13
2021-09-13 21:00:00,160.91,2021-09-12 21:00:00,13
2021-09-13 22:00:00,147.15,2021-09-12 22:00:00,13
2021-09-13 23:00:00,131.18,2021-09-12 23:00:00,13
2021-09-14 00:00:00,122.23,2021-09-13 00:00:00,14
2021-09-14 01:00:00,118.67,2021-09-13 01:00:00,14
2021-09-14 02:00:00,105.68,2021-09-13 02:00:00,14
2021-09-14 03:00:00,105.12,2021-09-13 03:00:00,14
2021-09-14 04:00:00,107.39,2021-09-13 04:00:00,14
2021-09-14 05:00:00,122.03,2021-09-13 05:00:00,14
2021-09-14 06:00:00,155.51,2021-09-13 06:00:00,14
2021-09-14 07:00:00,166.24,2021-09-13 07:00:00,14
2021-09-14 08:00:00,172.69,2021-09-13 08:00:00,14
2021-09-14 09:00:00,162.9,2021-09-13 09:00:00,14
2021-09-14 10:00:00,152.15,2021-09-13 10:00:00,14
2021-09-14 11:00:00,124.01,2021-09-13 11:00:00,14
2021-09-14 12:00:00,121.06,2021-09-13 12:00:00,14
2021-09-14 13:00:00,117.27,2021-09-13 13:00:00,14
2021-09-14 14:00:00,125.43,2021-09-13 14:00:00,14
2021-09-14 15:00:00,151.16,2021-09-13 15:00:00,14
2021-09-14 16:00:00,158.72,2021-09-13 16:00:00,14
2021-09-14 17:00:00,168.0,2021-09-13 17:00:00,14
2021-09-14 18:00:00,184.55,2021-09-13 18:00:00,14
2021-09-14 19:00:00,188.2,2021-09-13 19:00:00,14
2021-09-14 20:00:00,151.38,2021-09-13 20:00:00,14
2021-09-14 21:00:00,155.4,2021-09-13 21:00:00,14
2021-09-14 22:00:00,144.65,2021-09-13 22:00:00,14
2021-09-14 23:00:00,117.98,2021-09-13 23:00:00,14
2021-09-15 00:00:00,131.84,2021-09-14 00:00:00,15
2021-09-15 01:00:00,130.2,2021-09-14 01:00:00,15
2021-09-15 02:00:00,100.1,2021-09-14 02:00:00,15
2021-09-15 03:00:00,120.15,2021-09-14 03:00:00,15
2021-09-15 04:00:00,124.94,2021-09-14 04:00:00,15
2021-09-15 05:00:00,133.72,2021-09-14 05:00:00,15
2021-09-15 06:00:00,166.94,2021-09-14 06:00:00,15
2021-09-15 07:00:00,180.24,2021-09-14 07:00:00,15
2021-09-15 08:00:00,192.11,2021-09-14 08:00:00,15
2021-09-15 09:00:00,191.32,2021-09-14 09:00:00,15
2021-09-15 10:00:00,187.42,2021-09-14 10:00:00,15
2021-09-15 11:00:00,180.8,2021-09-14 11:00:00,15
2021-09-15 12:00:00,180.0,2021-09-14 12:00:00,15
2021-09-15 13:00:00,175.74,2021-09-14 13:00:00,15
2021-09-15 14:00:00,175.76,2021-09-14 14:00:00,15
2021-09-15 15:00:00,179.09,2021-09-14 15:00:00,15
2021-09-15 16:00:00,179.97,2021-09-14 16:00:00,15
2021-09-15 17:00:00,190.0,2021-09-14 17:00:00,15
2021-09-15 18:00:00,192.78,2021-09-14 18:00:00,15
2021-09-15 19:00:00,191.86,2021-09-14 19:00:00,15
2021-09-15 20:00:00,185.44,2021-09-14 20:00:00,15
2021-09-15 21:00:00,172.54,2021-09-14 21:00:00,15
2021-09-15 22:00:00,95.63,2021-09-14 22:00:00,15
2021-09-15 23:00:00,90.05,2021-09-14 23:00:00,15
2021-09-16 00:00:00,91.44,2021-09-15 00:00:00,16
2021-09-16 01:00:00,90.2,2021-09-15 01:00:00,16
2021-09-16 02:00:00,90.15,2021-09-15 02:00:00,16
2021-09-16 03:00:00,90.2,2021-09-15 03:00:00,16
2021-09-16 04:00:00,91.76,2021-09-15 04:00:00,16
2021-09-16 05:00:00,96.34,2021-09-15 05:00:00,16
2021-09-16 06:00:00,164.29,2021-09-15 06:00:00,16
2021-09-16 07:00:00,189.34,2021-09-15 07:00:00,16
2021-09-16 08:00:00,174.98,2021-09-15 08:00:00,16
2021-09-16 09:00:00,189.26,2021-09-15 09:00:00,16
2021-09-16 10:00:00,182.2,2021-09-15 10:00:00,16
2021-09-16 11:00:00,176.66,2021-09-15 11:00:00,16
2021-09-16 12:00:00,155.36,2021-09-15 12:00:00,16
2021-09-16 13:00:00,145.06,2021-09-15 13:00:00,16
2021-09-16 14:00:00,130.94,2021-09-15 14:00:00,16
2021-09-16 15:00:00,131.4,2021-09-15 15:00:00,16
2021-09-16 16:00:00,133.82,2021-09-15 16:00:00,16
2021-09-16 17:00:00,174.42,2021-09-15 17:00:00,16
2021-09-16 18:00:00,183.6,2021-09-15 18:00:00,16
2021-09-16 19:00:00,192.85,2021-09-15 19:00:00,16
2021-09-16 20:00:00,166.85,2021-09-15 20:00:00,16
2021-09-16 21:00:00,175.46,2021-09-15 21:00:00,16
2021-09-16 22:00:00,166.33,2021-09-15 22:00:00,16
2021-09-16 23:00:00,101.72,2021-09-15 23:00:00,16
2021-09-17 00:00:00,94.38,2021-09-16 00:00:00,17
2021-09-17 01:00:00,93.47,2021-09-16 01:00:00,17
2021-09-17 02:00:00,92.74,2021-09-16 02:00:00,17
2021-09-17 03:00:00,93.35,2021-09-16 03:00:00,17
2021-09-17 04:00:00,94.15,2021-09-16 04:00:00,17
2021-09-17 05:00:00,95.36,2021-09-16 05:00:00,17
2021-09-17 06:00:00,169.27,2021-09-16 06:00:00,17
2021-09-17 07:00:00,181.97,2021-09-16 07:00:00,17
2021-09-17 08:00:00,188.17,2021-09-16 08:00:00,17
2021-09-17 09:00:00,182.86,2021-09-16 09:00:00,17
2021-09-17 10:00:00,175.33,2021-09-16 10:00:00,17
2021-09-17 11:00:00,167.13,2021-09-16 11:00:00,17
2021-09-17 12:00:00,160.3,2021-09-16 12:00:00,17
2021-09-17 13:00:00,140.66,2021-09-16 13:00:00,17
2021-09-17 14:00:00,140.66,2021-09-16 14:00:00,17
2021-09-17 15:00:00,140.66,2021-09-16 15:00:00,17
2021-09-17 16:00:00,137.28,2021-09-16 16:00:00,17
2021-09-17 17:00:00,165.02,2021-09-16 17:00:00,17
2021-09-17 18:00:00,177.58,2021-09-16 18:00:00,17
2021-09-17 19:00:00,183.39,2021-09-16 19:00:00,17
2021-09-17 20:00:00,180.76,2021-09-16 20:00:00,17
2021-09-17 21:00:00,121.61,2021-09-16 21:00:00,17
2021-09-17 22:00:00,119.92,2021-09-16 22:00:00,17
2021-09-17 23:00:00,90.04,2021-09-16 23:00:00,17
2021-09-18 00:00:00,68.06,2021-09-17 00:00:00,18
2021-09-18 01:00:00,70.04,2021-09-17 01:00:00,18
2021-09-18 02:00:00,69.22,2021-09-17 02:00:00,18
2021-09-18 03:00:00,96.44,2021-09-17 03:00:00,18
2021-09-18 04:00:00,97.42,2021-09-17 04:00:00,18
2021-09-18 05:00:00,78.92,2021-09-17 05:00:00,18
2021-09-18 06:00:00,110.12,2021-09-17 06:00:00,18
2021-09-18 07:00:00,145.51,2021-09-17 07:00:00,18
2021-09-18 08:00:00,162.5,2021-09-17 08:00:00,18
2021-09-18 09:00:00,155.09,2021-09-17 09:00:00,18
2021-09-18 10:00:00,132.88,2021-09-17 10:00:00,18
2021-09-18 11:00:00,124.84,2021-09-17 11:00:00,18
2021-09-18 12:00:00,115.96,2021-09-17 12:00:00,18
2021-09-18 13:00:00,105.11,2021-09-17 13:00:00,18
2021-09-18 14:00:00,105.1,2021-09-17 14:00:00,18
2021-09-18 15:00:00,110.09,2021-09-17 15:00:00,18
2021-09-18 16:00:00,122.92,2021-09-17 16:00:00,18
2021-09-18 17:00:00,136.81,2021-09-17 17:00:00,18
2021-09-18 18:00:00,169.97,2021-09-17 18:00:00,18
2021-09-18 19:00:00,179.91,2021-09-17 19:00:00,18
2021-09-18 20:00:00,178.97,2021-09-17 20:00:00,18
2021-09-18 21:00:00,151.32,2021-09-17 21:00:00,18
2021-09-18 22:00:00,123.73,2021-09-17 22:00:00,18
2021-09-18 23:00:00,97.63,2021-09-17 23:00:00,18
2021-09-19 00:00:00,81.71,2021-09-18 00:00:00,19
2021-09-19 01:00:00,80.05,2021-09-18 01:00:00,19
2021-09-19 02:00:00,77.6,2021-09-18 02:00:00,19
